Ontvangen om 22.11.24-10:40:00 - Totaal dagverbruik: 6378.558105, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.936005, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6219.574219

Ontvangen om 22.11.24-10:50:00 - Totaal dagverbruik: 6378.634766, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.936005, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6219.622070

Ontvangen om 22.11.24-11:00:00 - Totaal dagverbruik: 6378.687012, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.936005, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6220.013184

Ontvangen om 22.11.24-11:10:00 - Totaal dagverbruik: 6378.745117, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.936005, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6220.469238

Ontvangen om 22.11.24-11:20:00 - Totaal dagverbruik: 6378.799805, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.936005, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6220.507812

Ontvangen om 22.11.24-11:30:00 - Totaal dagverbruik: 6378.826172, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.963013, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6220.507812

Ontvangen om 22.11.24-11:40:00 - Totaal dagverbruik: 6378.854004, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.967987, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6220.507812

Ontvangen om 22.11.24-11:50:00 - Totaal dagverbruik: 6378.913086, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.973999, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6220.507812

Ontvangen om 22.11.24-12:00:00 - Totaal dagverbruik: 6378.942871, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.984985, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6220.507812

Ontvangen om 22.11.24-12:10:00 - Totaal dagverbruik: 6379.000977, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.984985, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6220.507812

Ontvangen om 22.11.24-12:20:00 - Totaal dagverbruik: 6379.062012, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 299.984985, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6220.507812

Ontvangen om 22.11.24-12:30:00 - Totaal dagverbruik: 6379.074219, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.006012, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6220.507812

Ontvangen om 22.11.24-12:40:00 - Totaal dagverbruik: 6379.076172, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.032013, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6220.814941

Ontvangen om 22.11.24-12:50:00 - Totaal dagverbruik: 6379.092773, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.035004, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6221.272949

Ontvangen om 22.11.24-13:00:00 - Totaal dagverbruik: 6379.192871, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.058014, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6221.297852

Ontvangen om 22.11.24-13:10:00 - Totaal dagverbruik: 6379.201172, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.127991, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6221.297852

Ontvangen om 22.11.24-13:20:00 - Totaal dagverbruik: 6379.269043, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.139008, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6221.297852

Ontvangen om 22.11.24-13:30:00 - Totaal dagverbruik: 6379.331055, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.148987, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6221.297852

Ontvangen om 22.11.24-13:40:00 - Totaal dagverbruik: 6379.331055, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.197998, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6221.297852

Ontvangen om 22.11.24-13:50:00 - Totaal dagverbruik: 6379.331055, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.253998, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6221.297852

Ontvangen om 22.11.24-14:00:00 - Totaal dagverbruik: 6379.336914, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.259003, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6221.297852

Ontvangen om 22.11.24-14:10:00 - Totaal dagverbruik: 6379.538086, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.259003, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6221.419922

Ontvangen om 22.11.24-14:20:00 - Totaal dagverbruik: 6379.569824, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.266998, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6221.590820

Ontvangen om 22.11.24-14:30:00 - Totaal dagverbruik: 6379.578125, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.345001, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6221.995117

Ontvangen om 22.11.24-14:40:00 - Totaal dagverbruik: 6379.578125, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.451996, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6222.012207

Ontvangen om 22.11.24-14:50:00 - Totaal dagverbruik: 6379.578125, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.558990, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6222.012207

Ontvangen om 22.11.24-15:00:00 - Totaal dagverbruik: 6379.581055, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6222.012207

Ontvangen om 22.11.24-15:10:00 - Totaal dagverbruik: 6379.611816, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6222.012207

Ontvangen om 22.11.24-15:20:00 - Totaal dagverbruik: 6379.650879, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6222.013184

Ontvangen om 22.11.24-15:30:00 - Totaal dagverbruik: 6379.750000, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6222.013184

Ontvangen om 22.11.24-15:40:00 - Totaal dagverbruik: 6379.852051, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6222.013184

Ontvangen om 22.11.24-15:50:00 - Totaal dagverbruik: 6379.918945, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6222.013184

Ontvangen om 22.11.24-16:00:00 - Totaal dagverbruik: 6379.972168, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6222.013184

Ontvangen om 22.11.24-16:10:00 - Totaal dagverbruik: 6380.011230, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6222.230957

Ontvangen om 22.11.24-16:20:00 - Totaal dagverbruik: 6380.067871, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6222.513184

Ontvangen om 22.11.24-16:30:00 - Totaal dagverbruik: 6380.183105, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6222.529785

Ontvangen om 22.11.24-16:40:00 - Totaal dagverbruik: 6380.341797, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6222.937988

Ontvangen om 22.11.24-16:50:00 - Totaal dagverbruik: 6380.519043, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6223.232910

Ontvangen om 22.11.24-17:00:00 - Totaal dagverbruik: 6380.700195, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6223.232910

Ontvangen om 22.11.24-17:10:00 - Totaal dagverbruik: 6380.892090, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6223.232910

Ontvangen om 22.11.24-17:20:00 - Totaal dagverbruik: 6381.095215, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6223.232910

Ontvangen om 22.11.24-17:30:00 - Totaal dagverbruik: 6381.312988, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6223.362793

Ontvangen om 22.11.24-17:40:00 - Totaal dagverbruik: 6381.525879, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6223.711914

Ontvangen om 22.11.24-17:50:00 - Totaal dagverbruik: 6381.744141, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6223.908203

Ontvangen om 22.11.24-18:00:00 - Totaal dagverbruik: 6381.977051, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6223.916016

Ontvangen om 22.11.24-18:10:00 - Totaal dagverbruik: 6382.189941, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6223.916016

Ontvangen om 22.11.24-18:20:00 - Totaal dagverbruik: 6382.707031, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6223.916016

Ontvangen om 22.11.24-18:30:00 - Totaal dagverbruik: 6383.183105, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6224.048828

Ontvangen om 22.11.24-18:40:00 - Totaal dagverbruik: 6383.399902, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6224.490234

Ontvangen om 22.11.24-18:50:00 - Totaal dagverbruik: 6383.522949, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6224.570801

Ontvangen om 22.11.24-19:00:00 - Totaal dagverbruik: 6383.632812, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6224.570801

Ontvangen om 22.11.24-19:10:00 - Totaal dagverbruik: 6383.747070, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6224.570801

Ontvangen om 22.11.24-19:20:00 - Totaal dagverbruik: 6383.874023, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6224.570801

Ontvangen om 22.11.24-19:30:00 - Totaal dagverbruik: 6384.002930, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6224.570801

Ontvangen om 22.11.24-19:40:00 - Totaal dagverbruik: 6384.162109, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6224.570801

Ontvangen om 22.11.24-19:50:00 - Totaal dagverbruik: 6384.325195, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6224.570801

Ontvangen om 22.11.24-20:00:00 - Totaal dagverbruik: 6384.485840, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6224.570801

Ontvangen om 22.11.24-20:10:00 - Totaal dagverbruik: 6384.619141, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6224.570801

Ontvangen om 22.11.24-20:20:00 - Totaal dagverbruik: 6384.756836, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6224.570801

Ontvangen om 22.11.24-20:30:00 - Totaal dagverbruik: 6384.911133, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6224.690918

Ontvangen om 22.11.24-20:40:00 - Totaal dagverbruik: 6385.331055, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6224.842773

Ontvangen om 22.11.24-20:50:00 - Totaal dagverbruik: 6385.459961, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6224.842773

Ontvangen om 22.11.24-21:00:00 - Totaal dagverbruik: 6385.592773, Totaal nachtverbruik: 6710.310059, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6225.078125

Ontvangen om 22.11.24-21:10:00 - Totaal dagverbruik: 6385.592773, Totaal nachtverbruik: 6710.407227, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6225.527832

Ontvangen om 22.11.24-21:20:00 - Totaal dagverbruik: 6385.592773, Totaal nachtverbruik: 6710.517090, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6225.627930

Ontvangen om 22.11.24-21:30:00 - Totaal dagverbruik: 6385.592773, Totaal nachtverbruik: 6710.625977, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6225.627930

Ontvangen om 22.11.24-21:40:00 - Totaal dagverbruik: 6385.592773, Totaal nachtverbruik: 6710.716797, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6225.627930

Ontvangen om 22.11.24-21:50:00 - Totaal dagverbruik: 6385.592773, Totaal nachtverbruik: 6710.788086, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6225.627930

Ontvangen om 22.11.24-22:00:00 - Totaal dagverbruik: 6385.592773, Totaal nachtverbruik: 6710.858887, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6225.627930

Ontvangen om 22.11.24-22:10:00 - Totaal dagverbruik: 6385.592773, Totaal nachtverbruik: 6711.237793, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6225.855957

Ontvangen om 22.11.24-22:20:00 - Totaal dagverbruik: 6385.592773, Totaal nachtverbruik: 6711.523926, Totale dagopbrengst: 300.584015, Totale nachtopbrengst: 146.751999, Totaal gasverbruik: 6225.891113

Ontvangen om 00.00.00-00:00:00 - Totaal dagverbruik: 0000, Totaal nachtverbruik: 000000, Totale dagopbrengst: 0000.000000, Totale nachtopbrengst: 000.000000, Totaal gasverbruik: 0.000000

